IDE,DT,O,C,H,L,V,A,turnover
11,2003-05-27,739.704,739.450,739.916,738.794,7671087.6468113,12030873600,0.000
11,2003-05-28,739.514,738.385,739.979,738.207,8013148.9086937,12434884608,0.000
11,2003-05-29,738.206,739.439,739.463,737.835,8527008.4277115,13371713536,0.000
11,2003-05-30,739.615,739.956,740.297,739.382,9220919.0666514,14534565888,0.000
11,2003-06-02,740.067,739.974,740.123,739.211,6692858.7518157,10551492608,0.000
11,2003-06-03,740.009,739.058,740.348,738.984,6390065.7107743,9982816256,0.000
11,2003-06-04,738.957,739.819,739.861,738.049,7300553.1964094,11491873792,0.000
11,2003-06-05,739.896,738.672,739.917,738.621,6082849.5164659,9466434560,0.000
11,2003-06-06,738.475,737.547,738.770,737.493,5985520.6092584,9211237376,0.000
11,2003-06-09,737.374,736.977,738.147,736.820,5095368.8186589,7796984320,0.000
11,2003-06-10,736.932,737.536,737.708,736.931,3814694.1381372,5869898752,0.000
11,2003-06-11,737.664,739.290,739.358,737.663,6012235.7942063,9414199296,0.000
11,2003-06-12,739.359,739.050,739.501,738.690,4378425.7958787,6839582720,0.000
11,2003-06-13,739.082,739.349,739.711,738.934,4921550.1241407,7710937088,0.000
11,2003-06-16,739.440,738.895,739.528,738.616,4411785.1997179,6881061376,0.000
11,2003-06-17,738.858,738.732,739.232,738.425,4148463.9052646,6459905024,0.000
11,2003-06-18,738.714,738.519,739.295,738.451,4718982.4285016,7332732416,0.000
11,2003-06-19,738.528,737.536,738.745,736.988,5239425.5181154,8062166016,0.000
11,2003-06-20,737.454,736.928,737.775,736.851,3738363.2447841,5717714432,0.000
11,2003-06-23,736.606,735.731,736.628,735.602,3925996.8663985,5933594624,0.000
11,2003-06-24,735.581,735.802,736.028,735.288,3465173.2642172,5240832000,0.000
11,2003-06-25,735.806,735.112,736.034,734.903,3809513.7622497,5722194432,0.000
11,2003-06-26,734.995,735.998,736.119,734.036,5338480.6556771,8089826816,0.000
11,2003-06-27,736.093,734.775,736.097,734.599,4410789.1119201,6603171840,0.000
11,2003-06-30,734.549,734.032,735.038,733.874,3486078.04471,5180381696,0.000
11,2003-07-01,733.998,733.942,735.145,733.815,3756707.8386206,5577584128,0.000
11,2003-07-02,733.992,734.951,734.971,733.479,3800410.5409154,5699399680,0.000
11,2003-07-03,735.100,735.270,735.488,734.821,3958600.196751,5955476480,0.000
11,2003-07-04,735.280,735.130,735.652,734.802,3723474.5458781,5593961984,0.000
11,2003-07-07,735.030,735.072,735.228,734.366,3507114.0687855,5265861632,0.000
11,2003-07-08,735.081,735.775,735.876,735.038,3653931.7733892,5524817920,0.000
11,2003-07-09,735.796,735.194,735.858,734.928,3149507.2180721,4734685696,0.000
11,2003-07-10,735.207,737.089,737.106,735.087,7288411.0579465,11165335552,0.000
11,2003-07-11,737.136,736.887,737.354,736.518,5210676.7622723,7966343168,0.000
11,2003-07-14,736.857,736.397,736.919,736.246,3680671.5875405,5599810560,0.000
11,2003-07-15,736.407,736.663,737.028,736.098,4207502.5802391,6418292736,0.000
11,2003-07-16,736.667,736.929,736.951,736.331,4096132.5618343,6264993792,0.000
11,2003-07-17,736.961,737.576,737.630,736.921,7137590.5207359,10987321344,0.000
11,2003-07-18,737.555,735.451,737.556,735.406,6434293.903766,9697510400,0.000
11,2003-07-21,735.066,734.697,735.288,733.866,5579029.0890373,8345613824,0.000
11,2003-07-22,734.965,734.871,735.661,733.994,5083568.7576744,7617626112,0.000
11,2003-07-23,734.926,735.117,735.328,734.412,3904937.4083813,5865801728,0.000
11,2003-07-24,735.177,734.533,735.199,734.381,3589543.9097392,5360804352,0.000
11,2003-07-25,734.609,733.464,735.149,733.030,6270505.7354583,9265612800,0.000
11,2003-07-28,733.266,732.969,733.266,732.591,3365929.8335816,4949229568,0.000
11,2003-07-29,732.969,733.440,733.663,732.937,2957628.1486496,4369304064,0.000
11,2003-07-30,733.448,733.600,733.832,732.862,3290252.5218802,4868422144,0.000
11,2003-07-31,733.624,733.402,733.800,733.225,3032583.2739683,4478337024,0.000
11,2003-08-01,733.384,733.418,733.512,732.598,3532723.042445,5217725952,0.000
11,2003-08-04,733.407,734.594,734.598,733.071,4166217.2113815,6225828352,0.000
11,2003-08-05,734.603,734.591,734.772,734.231,3152903.5447799,4711415296,0.000
11,2003-08-06,734.505,734.047,734.529,733.806,3031233.604037,4505170944,0.000
11,2003-08-07,734.013,734.123,734.778,733.967,3119130.4920766,4639301120,0.000
11,2003-08-08,734.109,733.029,734.125,732.836,3838306.2904837,5647184896,0.000
11,2003-08-11,732.892,733.243,733.264,732.443,2499393.8348221,3685131264,0.000
11,2003-08-12,733.215,733.575,733.934,733.105,2307865.5778487,3413979392,0.000
11,2003-08-13,733.601,732.657,733.699,732.604,2651506.8623237,3886658304,0.000
11,2003-08-14,732.557,731.974,733.285,731.677,4175367.5609589,6078917632,0.000
11,2003-08-15,731.889,731.579,732.093,731.365,3832932.5499931,5558518784,0.000
11,2003-08-18,731.543,731.225,731.681,731.043,2665171.1824177,3851412224,0.000
11,2003-08-19,731.195,731.545,731.804,731.165,2608095.9529837,3780982784,0.000
11,2003-08-20,731.531,730.986,731.598,730.363,3006221.2505029,4333948928,0.000
11,2003-08-21,730.994,730.946,731.069,730.472,3125225.1337529,4503730688,0.000
11,2003-08-22,730.786,730.792,731.307,730.653,2970472.8566663,4274153984,0.000
11,2003-08-25,730.465,729.619,730.465,729.412,3217235.1516686,4575487488,0.000
11,2003-08-26,729.525,729.832,730.058,729.311,2802913.4120586,3994740224,0.000
11,2003-08-27,729.828,729.843,730.335,729.489,2559133.5915137,3647686656,0.000
11,2003-08-28,729.869,729.159,730.054,729.101,2899274.4569786,4104473856,0.000
11,2003-08-29,729.068,729.604,729.631,728.517,3301220.0790447,4694268928,0.000
11,2003-09-01,729.701,731.553,731.568,729.473,5231324.0319488,7584478208,0.000
11,2003-09-02,731.601,731.323,732.018,731.010,5741358.4088599,8304932352,0.000
11,2003-09-03,731.307,731.416,731.650,730.779,4476293.0966606,6481000960,0.000
11,2003-09-04,731.411,731.387,731.803,731.106,4179942.7012014,6050174464,0.000
11,2003-09-05,731.353,730.277,731.355,729.759,4837026.0518466,6924347904,0.000
11,2003-09-08,730.132,729.869,730.139,729.545,3492218.650095,4978960896,0.000
11,2003-09-09,729.796,729.469,730.149,729.101,3489551.4728147,4955407360,0.000
11,2003-09-10,729.430,729.689,729.801,729.161,3006966.5959331,4279454720,0.000
11,2003-09-11,729.669,729.744,730.139,729.593,2630039.7202169,3745071360,0.000
11,2003-09-12,729.912,728.694,729.945,728.608,5526627.539811,7787902464,0.000
11,2003-09-15,728.598,727.862,729.187,727.627,3969607.9453898,5547685888,0.000
11,2003-09-16,727.805,728.476,728.520,727.282,3723262.8347913,5235279872,0.000
11,2003-09-17,728.487,727.305,728.495,727.085,3338613.0347815,4640071168,0.000
11,2003-09-18,727.180,727.353,727.694,726.840,3243987.3425004,4510699520,0.000
11,2003-09-19,727.379,727.417,727.723,726.863,3053561.8620496,4248634368,0.000
11,2003-09-22,727.528,726.698,727.684,726.470,2849801.4361825,3936829696,0.000
11,2003-09-23,726.655,727.331,727.344,726.071,3370861.6816648,4686070784,0.000
11,2003-09-24,727.420,727.624,727.819,727.086,3315435.3012057,4622479360,0.000
11,2003-09-25,727.643,726.322,727.661,726.213,2787647.0918193,3836610816,0.000
11,2003-09-26,726.199,725.923,726.438,725.697,2695760.6372735,3695456512,0.000
11,2003-09-29,725.821,724.780,725.824,724.625,2812491.2928955,3811853824,0.000
11,2003-09-30,724.730,725.653,725.940,724.251,3337405.5414143,4562767360,0.000
11,2003-10-08,725.583,725.986,726.088,725.089,2218942.5074179,3043701248,0.000
11,2003-10-09,725.985,725.801,726.592,725.689,2720377.6419291,3724659456,0.000
11,2003-10-10,725.789,728.326,728.469,725.650,6171454.5281017,8664783872,0.000
11,2003-10-13,728.421,728.014,728.888,727.873,4409842.2531186,6172279808,0.000
11,2003-10-14,728.027,727.186,728.093,726.773,3307568.6119135,4591467520,0.000
11,2003-10-15,727.191,726.818,728.149,726.652,3493100.8430338,4831307776,0.000
11,2003-10-16,726.699,725.532,726.777,725.346,3300076.2381821,4506287104,0.000
11,2003-10-17,725.517,725.904,726.276,725.304,2866544.0207795,3928827904,0.000
11,2003-10-20,725.841,725.089,725.898,724.796,2790869.6314822,3794187264,0.000
11,2003-10-21,725.089,725.443,725.465,724.400,3470357.241076,4734608384,0.000
11,2003-10-22,725.575,727.896,728.261,725.354,7423853.8722899,10378621952,0.000
11,2003-10-23,727.938,727.076,728.568,726.930,5181204.797173,7184517632,0.000
11,2003-10-24,727.022,726.726,727.310,726.353,4537622.8334889,6270223360,0.000
11,2003-10-27,726.727,725.822,726.855,725.214,4261729.8380384,5836268544,0.000
11,2003-10-28,725.568,725.812,726.782,724.866,5006872.9471563,6856011264,0.000
11,2003-10-29,726.034,725.236,726.295,723.968,6949421.2135234,9461567488,0.000
11,2003-10-30,725.127,723.983,725.131,723.658,4496783.942051,6046510592,0.000
11,2003-10-31,723.749,724.257,725.469,723.244,4938960.1720685,6659200000,0.000
11,2003-11-03,724.122,725.425,725.667,723.634,5129175.0568157,6996502528,0.000
11,2003-11-04,725.418,727.286,728.961,725.413,11559151.207225,16062018560,0.000
11,2003-11-05,727.298,726.964,727.813,726.300,6838170.2882804,9471618048,0.000
11,2003-11-06,726.932,724.888,727.017,724.465,8045589.8643121,10916175872,0.000
11,2003-11-07,724.639,723.276,724.640,722.363,7095081.4140204,9473352704,0.000
11,2003-11-10,722.956,723.644,723.702,722.281,4183642.1281994,5606498816,0.000
11,2003-11-11,723.661,723.908,724.413,722.969,4440418.1420342,5966234624,0.000
11,2003-11-12,723.754,721.957,723.755,721.885,4750811.7074799,6260572160,0.000
11,2003-11-13,721.662,722.096,722.504,721.162,4192687.5728435,5532712448,0.000
11,2003-11-14,722.028,722.963,722.991,721.575,3747948.85842,4988707328,0.000
11,2003-11-17,722.921,722.740,723.141,722.405,2968862.1278518,3942945792,0.000
11,2003-11-18,723.235,721.863,723.344,721.743,7164351.4127727,9432298496,0.000
11,2003-11-19,721.655,723.552,723.754,721.557,5089475.8714438,6814146560,0.000
11,2003-11-20,723.532,726.338,726.383,723.347,9720640.4951653,13380558848,0.000
11,2003-11-21,726.588,725.241,727.648,725.118,9763977.9311966,13294241792,0.000
11,2003-11-24,725.150,728.326,728.343,725.143,8864859.4810578,12446351360,0.000
11,2003-11-25,728.594,728.641,729.717,728.103,12563414.572358,17694564352,0.000
11,2003-11-26,728.562,728.890,729.023,727.897,8178027.8912962,11546639360,0.000
11,2003-11-27,728.919,727.253,729.162,727.159,7480839.3348211,10391633920,0.000
11,2003-11-28,727.196,727.839,728.144,727.016,6103032.5245845,8527279104,0.000
11,2003-12-01,727.946,730.359,730.368,727.946,8888891.787534,12735115264,0.000
11,2003-12-02,730.677,730.542,731.188,730.187,9402399.8049202,13495358464,0.000
11,2003-12-03,730.499,731.220,732.399,729.772,10354480.823236,14962535424,0.000
11,2003-12-04,731.246,731.760,731.864,730.927,9291226.97118,13498387456,0.000
11,2003-12-05,731.871,731.643,732.041,730.925,7444982.1489608,10803562496,0.000
11,2003-12-08,731.712,730.637,732.220,730.530,6527912.6863698,9378391040,0.000
11,2003-12-09,730.527,731.105,731.122,730.104,5541150.9231867,7997931008,0.000
11,2003-12-10,731.536,732.903,732.922,731.461,9802677.6714622,14404250624,0.000
11,2003-12-11,733.105,732.944,733.309,732.269,9485884.415178,13944439808,0.000
11,2003-12-12,732.922,732.996,733.138,732.225,7424571.2521842,10919985152,0.000
11,2003-12-15,733.027,732.967,733.261,732.635,5695385.7504285,8374267392,0.000
11,2003-12-16,732.882,732.692,732.883,730.944,7892168.8557906,11572602880,0.000
11,2003-12-17,732.642,731.842,733.653,731.834,8492206.609399,12347583488,0.000
11,2003-12-18,731.624,732.070,732.165,731.224,7254302.5485487,10571695104,0.000
11,2003-12-19,732.493,731.308,732.957,730.149,11874341.638261,17173741568,0.000
11,2003-12-22,731.161,734.500,734.539,730.980,13368062.930018,19957983232,0.000
11,2003-12-23,734.810,735.015,735.443,734.105,11857638.042435,17794045952,0.000
11,2003-12-24,735.063,735.894,735.927,734.904,10485291.366213,15872843776,0.000
11,2003-12-25,735.968,735.813,736.654,735.257,10272234.404337,15537781760,0.000
11,2003-12-26,735.847,735.958,736.071,735.249,8249155.6107157,12495655936,0.000
11,2003-12-29,735.592,734.733,735.838,734.673,7281204.3383252,10895812608,0.000
11,2003-12-30,734.682,735.753,735.888,734.663,7882041.0004697,11915202560,0.000
11,2003-12-31,735.881,734.774,736.073,734.385,7853741.548656,11757365248,0.000
11,2004-01-02,734.484,736.118,736.715,734.414,8393025.7805548,12733814784,0.000
11,2004-01-05,736.092,739.451,739.480,736.085,13926262.887748,21841254400,0.000
11,2004-01-06,739.486,739.845,740.770,738.781,15517721.962249,24432963584,0.000
11,2004-01-07,739.819,740.651,741.144,739.242,14771656.774194,23445573632,0.000
11,2004-01-08,740.667,742.093,742.495,740.378,13932525.696683,22433177600,0.000
11,2004-01-09,742.234,740.288,742.630,740.175,16046061.287283,25376364544,0.000
11,2004-01-12,740.187,742.615,742.651,739.797,11613671.59133,18796959744,0.000
11,2004-01-13,742.834,742.252,743.171,741.252,12909377.027061,20818694144,0.000
11,2004-01-14,742.267,740.981,742.281,740.570,9958498.7076274,15858112512,0.000
11,2004-01-15,740.944,740.606,741.547,740.344,9249309.7391096,14673937408,0.000
11,2004-01-16,740.789,741.486,741.757,740.146,10196501.290278,16318786560,0.000
11,2004-01-29,741.788,743.254,743.275,741.666,9236236.8311191,15044352000,0.000
11,2004-01-30,743.394,740.875,743.597,740.791,12117922.775078,19276343296,0.000
11,2004-02-02,743.366,742.948,744.569,740.573,16946513.919748,27519105024,0.000
11,2004-02-03,743.035,744.507,744.566,742.447,12918197.594102,21305724928,0.000
11,2004-02-04,744.710,746.670,746.707,744.710,15975277.457333,26920898560,0.000
11,2004-02-05,747.014,747.162,747.190,746.040,15752940.793537,26676502528,0.000
11,2004-02-06,746.992,746.314,747.900,745.846,16139741.127567,27101691904,0.000
11,2004-02-09,746.337,747.760,747.774,746.308,12679941.946429,21600661504,0.000
11,2004-02-10,748.076,747.018,748.461,746.577,13310441.300761,22508089344,0.000
11,2004-02-11,747.054,746.228,747.131,745.159,12626771.54301,21184692224,0.000
11,2004-02-12,746.307,745.390,747.137,745.177,13160890.408275,21897484288,0.000
11,2004-02-13,745.437,745.070,745.909,744.748,11271673.177614,18694520832,0.000
11,2004-02-16,745.246,747.364,747.389,745.246,11574650.085159,19640213504,0.000
11,2004-02-17,747.635,747.774,748.191,747.194,15308297.847714,26081818624,0.000
11,2004-02-18,747.831,748.557,748.720,747.393,14941052.742415,25655281664,0.000
11,2004-02-19,748.686,748.553,749.194,748.182,13848751.050075,23778582528,0.000
11,2004-02-20,748.482,748.829,748.877,747.724,11750568.163787,20231540736,0.000
11,2004-02-23,749.053,746.461,749.326,746.415,14308461.941546,24061825024,0.000
11,2004-02-24,746.101,746.500,746.544,744.562,13169993.727635,22155880448,0.000
11,2004-02-25,746.655,744.391,747.581,744.105,12364301.79315,20368703488,0.000
11,2004-02-26,744.088,744.849,744.873,743.254,11139585.454106,18434899968,0.000
11,2004-02-27,744.992,746.067,746.082,744.979,9892248.2379841,16570208256,0.000
11,2004-03-01,746.136,746.944,746.963,745.240,10189516.295805,17217837056,0.000
11,2004-03-02,747.114,746.797,747.244,746.241,10379575.894931,17513250816,0.000
11,2004-03-03,746.778,745.268,746.895,744.829,9664986.6061704,16061371392,0.000
11,2004-03-04,745.075,745.694,745.772,744.101,8884718.4789708,14827440128,0.000
11,2004-03-05,745.826,745.285,746.064,745.171,8088298.8219722,13443561472,0.000
11,2004-03-08,745.197,743.765,745.505,743.660,8228292.9108079,13470867456,0.000
11,2004-03-09,743.708,743.762,745.137,743.616,7883503.3461609,12906083328,0.000
11,2004-03-10,743.921,746.246,746.266,743.921,7987524.0293909,13403624448,0.000
11,2004-03-11,746.381,747.056,747.479,745.923,9391000.2222695,15886191616,0.000
11,2004-03-12,747.129,747.240,747.507,746.389,8142882.1506544,13800068096,0.000
11,2004-03-15,747.370,749.670,749.830,747.363,12683390.85139,22021156864,0.000
11,2004-03-16,749.982,750.208,750.349,749.352,11141027.780515,19447109632,0.000
11,2004-03-17,750.277,750.183,750.505,749.325,9552822.7104464,16670630912,0.000
11,2004-03-18,750.245,748.567,750.757,748.428,10425677.891525,17903599616,0.000
11,2004-03-19,748.462,750.342,750.361,748.190,8640509.035569,15102486528,0.000
11,2004-03-22,750.448,750.791,751.042,750.025,8685886.1142912,15249723392,0.000
11,2004-03-23,750.770,749.986,750.770,749.396,9234004.9124701,16082774016,0.000
11,2004-03-24,749.940,749.892,750.603,749.281,9040004.7630815,15730060288,0.000
11,2004-03-25,749.744,749.685,750.568,749.076,8061568.6722565,13998752768,0.000
11,2004-03-26,749.719,749.544,749.979,748.778,8498676.2042617,14737129472,0.000
11,2004-03-29,749.576,748.708,749.907,748.602,8421812.4268028,14482738176,0.000
11,2004-03-30,748.656,748.977,749.145,748.238,7209214.6519127,12430704640,0.000
11,2004-03-31,749.110,749.982,750.217,748.973,8231079.2388696,14335412224,0.000
11,2004-04-01,750.160,750.932,750.979,749.965,9220180.6853795,16210460672,0.000
11,2004-04-02,751.064,751.530,751.701,750.846,10791762.105561,19086850048,0.000
11,2004-04-05,751.705,751.407,751.840,750.677,12391103.736244,21888636928,0.000
11,2004-04-06,751.454,752.033,752.045,750.736,11812259.849678,20996528128,0.000
11,2004-04-07,752.141,751.865,752.343,751.671,11656499.768392,20685041664,0.000
11,2004-04-08,751.856,751.623,752.065,751.323,11775621.700522,20846147584,0.000
11,2004-04-09,751.658,749.155,752.072,748.820,12961332.982893,22388758528,0.000
11,2004-04-12,748.563,748.901,749.287,747.693,9566709.2577438,16483344384,0.000
11,2004-04-13,748.994,748.442,749.595,748.164,9836791.2683513,16871474176,0.000
11,2004-04-14,748.407,747.383,748.541,746.263,10022685.69139,17010101248,0.000
11,2004-04-15,747.388,746.307,747.848,746.057,7793673.8309074,13086201856,0.000
11,2004-04-16,746.300,747.188,747.229,744.934,8619565.0077338,14600336384,0.000
11,2004-04-19,747.275,746.116,747.474,745.903,7028736.6354594,11779389440,0.000
11,2004-04-20,746.024,745.727,746.485,745.155,6678786.7019683,11149700096,0.000
11,2004-04-21,745.725,744.647,746.084,744.251,7475695.3898691,12346708992,0.000
11,2004-04-22,744.493,745.025,745.146,743.774,6220697.3090681,10312609792,0.000
11,2004-04-23,744.791,743.664,744.794,743.483,6056415.5988994,9905267712,0.000
11,2004-04-26,743.527,743.664,744.216,742.896,5110457.4845613,8358153216,0.000
11,2004-04-27,743.722,742.201,743.983,742.011,6493207.3405879,10466141184,0.000
11,2004-04-28,741.861,741.885,742.405,740.772,6369007.2392333,10233720832,0.000
11,2004-04-29,741.791,740.160,742.307,740.073,7001784.5300579,11058968576,0.000
11,2004-04-30,740.193,741.181,741.431,739.699,6265925.818036,9997848576,0.000
11,2004-05-10,741.498,738.928,741.651,738.608,4079878.765038,6365467648,0.000
11,2004-05-11,738.703,739.432,739.605,737.984,3926508.0366823,6157000192,0.000
11,2004-05-12,739.455,741.695,741.736,739.181,5461049.2028159,8758266880,0.000
11,2004-05-13,741.816,741.306,741.839,740.794,4605205.6761206,7357138432,0.000
11,2004-05-14,741.253,739.087,741.290,738.820,4732313.5567515,7395139072,0.000
11,2004-05-17,738.699,737.615,739.068,737.452,4240144.377776,6529652736,0.000
11,2004-05-18,737.444,738.620,738.647,736.715,6311548.1355758,9817234432,0.000
11,2004-05-19,738.867,738.804,739.900,738.149,6191273.9733939,9647800320,0.000
11,2004-05-20,738.701,738.207,739.640,737.762,4634783.9334822,7179558400,0.000
11,2004-05-21,738.175,738.807,738.905,737.984,4170768.0401455,6499432960,0.000
11,2004-05-24,738.885,738.291,739.064,738.097,3958072.5797401,6136397824,0.000
11,2004-05-25,738.204,736.175,738.241,736.061,4693205.3937617,7124520448,0.000
11,2004-05-26,735.983,736.597,736.957,735.550,3666072.6824276,5588707840,0.000
11,2004-05-27,736.630,738.732,738.885,736.037,6019023.9689695,9372703744,0.000
11,2004-05-28,738.812,738.185,738.979,737.985,4332027.3981094,6709097472,0.000
11,2004-05-31,738.205,738.650,738.707,737.924,3631354.1837253,5650060288,0.000
11,2004-06-01,738.628,740.173,740.183,738.470,7060121.7173316,11152591872,0.000
11,2004-06-02,740.208,739.369,740.231,739.058,7510058.225861,11768786944,0.000
11,2004-06-03,739.327,737.848,739.353,737.666,5997179.7632699,9256826880,0.000
11,2004-06-04,737.689,737.754,738.236,737.290,5352934.7833136,8254707200,0.000
11,2004-06-07,737.517,736.115,737.520,735.565,4703901.9213657,7136524800,0.000
11,2004-06-08,735.958,734.557,736.303,734.208,5242204.9926028,7830858240,0.000
11,2004-06-09,734.449,732.810,734.783,732.542,6022795.0111371,8841884672,0.000
11,2004-06-10,732.638,732.829,733.499,732.003,5329174.3547135,7825039872,0.000
11,2004-06-11,733.058,733.084,734.936,732.911,5318138.0559348,7828671488,0.000
11,2004-06-14,733.041,730.782,733.041,730.262,5327219.5393191,7664483840,0.000
11,2004-06-15,730.596,732.516,732.913,730.382,4976721.2887183,7284825088,0.000
11,2004-06-16,732.616,733.312,734.414,731.744,5365449.2090388,7916291072,0.000
11,2004-06-17,733.302,731.253,733.521,731.116,4725551.0204082,6830784000,0.000
11,2004-06-18,731.043,729.980,731.043,728.828,5177281.7263364,7389534208,0.000
11,2004-06-21,729.594,730.413,730.464,729.108,4110847.0606291,5892775936,0.000
11,2004-06-22,730.480,731.613,731.989,730.237,5757975.1950809,8352979456,0.000
11,2004-06-23,731.570,730.921,731.573,730.085,4537914.2851194,6537909248,0.000
11,2004-06-24,730.752,730.011,731.384,729.923,4878410.9486955,6965151232,0.000
11,2004-06-25,729.927,728.119,730.483,727.995,5063860.9216978,7095026176,0.000
11,2004-06-28,727.777,726.969,727.861,726.607,4077770.7330455,5648446464,0.000
11,2004-06-29,726.930,728.661,728.710,726.317,4884016.7361165,6880065536,0.000
11,2004-06-30,728.631,727.979,729.170,727.656,4005144.4809743,5603837952,0.000
11,2004-07-01,727.910,730.945,731.225,727.776,6555794.9912218,9447359488,0.000
11,2004-07-02,730.948,730.953,731.400,730.034,5058230.6011005,7289871360,0.000
11,2004-07-05,730.882,731.190,731.213,730.108,3767280.6817159,5442176000,0.000
11,2004-07-06,731.246,731.568,732.722,731.241,5585275.8467066,8098817536,0.000
11,2004-07-07,731.493,730.758,731.493,730.471,3724747.6751947,5357677056,0.000
11,2004-07-08,730.623,730.855,730.915,729.955,3240877.7118726,4666150912,0.000
11,2004-07-09,730.851,730.215,731.687,730.109,3443653.3435851,4926662656,0.000
11,2004-07-12,729.906,727.834,729.906,727.594,4074946.1231793,5693310976,0.000
11,2004-07-13,727.704,728.000,728.264,727.258,3287296.0256099,4600439296,0.000
11,2004-07-14,728.029,728.308,728.682,726.513,4696847.1875534,6593246208,0.000
11,2004-07-15,728.359,729.573,729.624,728.037,5917319.5041997,8411706368,0.000
11,2004-07-16,729.725,731.989,732.145,729.623,10022994.672179,14594783232,0.000
11,2004-07-19,732.034,732.087,732.657,731.361,6151690.1518998,8966334464,0.000
11,2004-07-20,732.065,731.423,732.070,730.874,5727757.5148142,8293449216,0.000
11,2004-07-21,731.324,731.430,731.764,730.650,4523452.3245214,6550139904,0.000
11,2004-07-22,731.436,728.572,731.544,728.364,6233276.9624282,8772963328,0.000
11,2004-07-23,728.280,728.569,728.644,727.120,4947534.1423902,6963159552,0.000
11,2004-07-26,728.171,727.150,728.174,726.732,3837999.8472259,5325877248,0.000
11,2004-07-27,727.101,726.893,727.702,726.112,4232233.2150882,5857960960,0.000
11,2004-07-28,726.993,727.232,727.835,725.605,4478618.8117885,6219950592,0.000
11,2004-07-29,727.219,728.564,728.566,727.026,5087884.3540605,7160332288,0.000
11,2004-07-30,728.646,727.043,728.691,726.937,4252896.8633675,5895365632,0.000
11,2004-08-02,726.730,726.098,726.817,725.899,3464219.7695926,4757135872,0.000
11,2004-08-03,725.956,725.587,726.462,725.398,3989541.8792909,5450751488,0.000
11,2004-08-04,725.544,728.362,729.786,725.422,7745520.2227111,10878660608,0.000
11,2004-08-05,728.209,727.249,728.973,727.141,4914250.4866671,6826090496,0.000
11,2004-08-06,727.179,727.352,728.107,726.615,4253551.4060095,5914393088,0.000
11,2004-08-09,727.180,727.741,727.866,726.807,3645569.847763,5088668672,0.000
11,2004-08-10,727.796,728.094,728.377,727.386,3235930.1355683,4532793856,0.000
11,2004-08-11,728.112,726.953,728.129,726.756,3490915.3419593,4834778112,0.000
11,2004-08-12,726.505,725.730,726.505,724.910,3779092.8811577,5170554880,0.000
11,2004-08-13,725.272,725.748,726.434,725.001,3929788.663086,5377719296,0.000
11,2004-08-16,725.606,724.719,725.852,724.446,3484048.283143,4719178240,0.000
11,2004-08-17,724.709,725.140,725.451,723.997,3488905.4668431,4745609216,0.000
11,2004-08-18,725.116,724.994,725.952,724.906,3785422.7798148,5141436928,0.000
11,2004-08-19,724.921,723.670,724.924,723.147,3832380.6363535,5137114624,0.000
11,2004-08-20,723.510,723.767,724.344,722.715,3716129.6108039,4986079744,0.000
11,2004-08-23,723.631,722.536,723.632,722.352,2990962.144544,3964251136,0.000
11,2004-08-24,722.414,723.983,724.172,721.939,4078725.0500138,5484376064,0.000
11,2004-08-25,723.971,723.620,724.158,723.208,2861603.5707355,3833919232,0.000
11,2004-08-26,723.608,723.217,723.708,722.901,2634688.1851291,3515780608,0.000
11,2004-08-27,723.134,722.172,723.466,721.713,3075664.342993,4061753088,0.000
11,2004-08-30,721.997,722.081,722.295,721.363,2604898.031696,3436928512,0.000
11,2004-08-31,723.809,723.791,725.181,723.017,5174102.0937961,6943955456,0.000
11,2004-09-01,723.693,722.237,723.694,722.115,2782823.9916456,3677390592,0.000
11,2004-09-02,722.055,722.727,722.779,720.837,3661329.1845203,4861988864,0.000
11,2004-09-03,722.718,722.666,723.127,722.112,3097757.5984086,4111096064,0.000
11,2004-09-06,722.616,722.237,722.647,721.817,2433852.2058935,3216238336,0.000
11,2004-09-07,722.218,722.452,722.557,721.538,2428169.9265267,3215601152,0.000
11,2004-09-08,722.341,721.310,722.373,720.754,3113666.8433474,4076817408,0.000
11,2004-09-09,721.167,719.371,721.167,719.170,3475888.8305783,4464118784,0.000
11,2004-09-10,719.157,719.587,719.640,718.319,2640797.0910899,3398917120,0.000
11,2004-09-13,719.450,717.476,719.450,717.405,3050095.2139139,3844096000,0.000
11,2004-09-14,717.946,720.619,721.033,717.946,5389268.1534344,7007988736,0.000
11,2004-09-15,720.845,724.773,726.158,720.698,12650907.479911,17144889344,0.000
11,2004-09-16,725.439,725.950,726.446,724.696,9892954.2123687,13565218816,0.000
11,2004-09-17,726.118,729.089,729.155,725.755,13421709.218916,18987692032,0.000
11,2004-09-20,729.745,732.478,732.517,729.669,18128921.977556,26526601216,0.000
11,2004-09-21,732.682,731.466,732.774,730.626,15652476.500801,22673551360,0.000
11,2004-09-22,731.166,729.475,731.663,729.089,13838720.247861,19653058560,0.000
11,2004-09-23,729.280,732.585,732.598,728.655,10109260.650746,14807842816,0.000
11,2004-09-24,733.290,730.560,734.718,730.472,20112005.973975,28871991296,0.000
11,2004-09-27,731.739,729.987,732.696,729.416,9112754.1992434,13007545344,0.000
11,2004-09-28,730.185,730.562,730.734,729.223,6494420.0057119,9323324416,0.000
11,2004-09-29,730.640,729.465,730.799,729.311,6155861.7305512,8741385216,0.000
11,2004-09-30,729.331,727.802,729.468,727.368,5934899.6692203,8289274368,0.000
